transaction_id,customer_id,transaction_date,amount,transaction_type,is_cash_transaction,is_cross_border,country_code,risk_rating,country_risk_score,name,suspicious_probability,transaction_risk_score
TXN00054229,CUST002021,2023-12-11 17:18:04,12388.96,transfer,0,0,US,low,0,Ryan Hardy,0.941991295645462,12.388959999999999
TXN00084787,CUST002021,2024-11-09 22:37:04,1225.15,withdrawal,1,1,KY,low,0,Ryan Hardy,0.941991295645462,6.22515
TXN00047205,CUST002021,2023-09-26 11:35:04,169.82,withdrawal,1,1,US,low,0,Ryan Hardy,0.941991295645462,5.16982
TXN00074048,CUST002021,2024-07-15 09:30:04,10.0,deposit,1,1,JO,low,0,Ryan Hardy,0.941991295645462,5.01
TXN00001400,CUST002021,2022-05-10 20:46:04,3993.99,withdrawal,0,0,US,low,0,Ryan Hardy,0.941991295645462,3.9939899999999997
TXN00043455,CUST002021,2023-08-15 04:18:04,357.06,withdrawal,1,0,US,low,0,Ryan Hardy,0.941991295645462,3.35706
TXN00012607,CUST002021,2022-09-09 10:41:04,349.66,withdrawal,1,0,US,low,0,Ryan Hardy,0.941991295645462,3.34966
TXN00026712,CUST002021,2023-02-10 20:43:04,343.64,deposit,1,0,US,low,0,Ryan Hardy,0.941991295645462,3.34364
TXN00030112,CUST002021,2023-03-20 20:02:04,229.51,deposit,1,0,US,low,0,Ryan Hardy,0.941991295645462,3.22951
TXN00050953,CUST002021,2023-11-06 02:41:04,161.48,deposit,1,0,US,low,0,Ryan Hardy,0.941991295645462,3.16148
TXN00052009,CUST002021,2023-11-18 00:23:04,176.04,payment,0,1,FM,low,0,Ryan Hardy,0.941991295645462,2.17604
TXN00092746,CUST002021,2025-02-05 15:47:04,1817.62,transfer,0,0,US,low,0,Ryan Hardy,0.941991295645462,1.8176199999999998
TXN00064185,CUST002021,2024-03-30 18:23:04,1435.54,transfer,0,0,US,low,0,Ryan Hardy,0.941991295645462,1.43554
TXN00012513,CUST002021,2022-09-08 10:28:04,812.14,transfer,0,0,US,low,0,Ryan Hardy,0.941991295645462,0.81214
TXN00027380,CUST002021,2023-02-18 15:03:04,492.04,payment,0,0,US,low,0,Ryan Hardy,0.941991295645462,0.49204000000000003
TXN00087050,CUST002021,2024-12-04 15:50:04,257.91,transfer,0,0,US,low,0,Ryan Hardy,0.941991295645462,0.25791000000000003
TXN00064521,CUST002021,2024-04-03 13:12:04,152.47,withdrawal,0,0,US,low,0,Ryan Hardy,0.941991295645462,0.15247
TXN00077493,CUST002021,2024-08-22 20:59:04,138.58,payment,0,0,US,low,0,Ryan Hardy,0.941991295645462,0.13858
TXN00064782,CUST002811,2024-04-06 06:43:04,12736.31,transfer,0,1,SI,medium,1,Meredith Shaw,0.9320816902715672,15.73631
TXN00045103,CUST002811,2023-09-02 21:57:04,11429.18,withdrawal,1,0,US,low,0,Meredith Shaw,0.9320816902715672,14.42918
TXN00034648,CUST002811,2023-05-08 22:55:04,9623.29,deposit,1,0,US,low,0,Meredith Shaw,0.9320816902715672,12.62329
TXN00050410,CUST002811,2023-10-31 10:46:04,1129.08,withdrawal,1,1,AX,low,0,Meredith Shaw,0.9320816902715672,6.12908
TXN00094677,CUST002811,2025-02-26 11:42:04,6088.87,payment,0,0,US,low,0,Meredith Shaw,0.9320816902715672,6.08887
TXN00014751,CUST002811,2022-10-02 09:54:04,3863.35,deposit,0,0,US,low,0,Meredith Shaw,0.9320816902715672,3.86335
TXN00075212,CUST002811,2024-07-28 08:18:04,658.6,withdrawal,1,0,US,low,0,Meredith Shaw,0.9320816902715672,3.6586
TXN00013590,CUST002811,2022-09-20 00:56:04,426.68,transfer,0,1,SG,medium,1,Meredith Shaw,0.9320816902715672,3.42668
TXN00038497,CUST002811,2023-06-20 11:55:04,293.41,deposit,1,0,US,low,0,Meredith Shaw,0.9320816902715672,3.29341
TXN00087313,CUST002811,2024-12-07 14:43:04,349.28,payment,0,1,UY,low,0,Meredith Shaw,0.9320816902715672,2.34928
TXN00030987,CUST002811,2023-03-30 07:52:04,2086.1,deposit,0,0,US,low,0,Meredith Shaw,0.9320816902715672,2.0861
TXN00008533,CUST002811,2022-07-27 09:28:04,1199.42,withdrawal,0,0,US,low,0,Meredith Shaw,0.9320816902715672,1.1994200000000002
TXN00008801,CUST002811,2022-07-30 08:49:04,1084.23,transfer,0,0,US,low,0,Meredith Shaw,0.9320816902715672,1.08423
TXN00008268,CUST002811,2022-07-24 15:44:04,332.52,transfer,0,0,US,low,0,Meredith Shaw,0.9320816902715672,0.33252
TXN00078705,CUST002811,2024-09-05 06:08:04,239.63,transfer,0,0,US,low,0,Meredith Shaw,0.9320816902715672,0.23962999999999998
TXN00088580,CUST005678,2024-12-21 11:53:04,12613.39,withdrawal,0,0,US,low,0,Benjamin Johnson,0.9301774021267423,12.613389999999999
TXN00024237,CUST005678,2023-01-14 23:06:04,205.01,withdrawal,1,1,CV,low,0,Benjamin Johnson,0.9301774021267423,5.20501
TXN00005153,CUST005678,2022-06-21 09:36:04,505.3,deposit,1,0,US,low,0,Benjamin Johnson,0.9301774021267423,3.5053
TXN00053708,CUST005678,2023-12-06 08:03:04,281.13,deposit,1,0,US,low,0,Benjamin Johnson,0.9301774021267423,3.28113
TXN00070248,CUST005678,2024-06-05 08:20:04,267.34,deposit,1,0,US,low,0,Benjamin Johnson,0.9301774021267423,3.26734
